orderNumber,productCode,quantityOrdered,priceEach,orderLineNumber,Product,Sales,CustomerNumber,CustomerName,CustomerCountry,CustomerCity,customer_order_status,cust_fname,cust_lname,cust_state,product_vender,order_date,Revenue
10234,S18_1662,50,146.65,1,1980s Black Hawk Helicopter,"7,332.50",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Red Start Diecast,30-Mar-04,12332.5
10235,S32_1374,41,90.9,1,1997 BMW F650 ST,"3,726.90",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Exoto Designs,2-Apr-04,8726.9
10236,S10_2016,22,105.86,1,1996 Moto Guzzi 1100i,"2,328.92",486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Highway 66 Mini Classics,3-Apr-04,7328.92
10237,S18_3782,26,49.74,1,1957 Vespa GS150,"1,293.24",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Studio M Art Models,5-Apr-04,6293.24
10238,S12_3380,29,104.52,1,1968 Dodge Charger,"3,031.08",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Welly Diecast Productions,9-Apr-04,8031.08
10239,S18_3232,47,135.47,1,1992 Ferrari 360 Spider red,"6,367.09",311,"Oulu Toy Supplies, Inc.",Finland,Oulu,Shipped,Pirkko,Koskitalo,NULL,Unimax Art Galleries,12-Apr-04,11367.09
10240,S18_3685,37,134.22,1,1948 Porsche Type 356 Roadster,"4,966.14",177,Osaka Souveniers Co.,Japan,Kita-ku,Shipped,Mory,Kentary,Osaka,Gearbox Collectibles,13-Apr-04,9966.14
10241,S18_2248,33,55.7,1,1911 Ford Town Car,"1,838.10",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Motor City Art Classics,13-Apr-04,6838.1
10242,S24_3969,46,36.52,1,1936 Mercedes Benz 500k Roadster,"1,679.92",456,Microscale Inc.,USA,NYC,Shipped,Yu,Choi,NY,Red Start Diecast,20-Apr-04,6679.92
10243,S24_1937,33,30.87,1,1939 Chevrolet Deluxe Coupe,"1,018.71",495,Diecast Collectables,USA,Boston,Shipped,Valarie,Franco,MA,Motor City Art Classics,26-Apr-04,6018.71
10244,S18_2949,30,87.13,1,1913 Ford Model T Speedster,"2,613.90",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Carousel DieCast Legends,29-Apr-04,7613.9
10245,S32_1268,37,81.86,1,1980’s GM Manhattan Express,"3,028.82",455,Super Scale Inc.,USA,New Haven,Shipped,Leslie,Murphy,CT,Motor City Art Classics,4-May-04,8028.82
10246,S24_4048,46,100.54,1,1992 Porsche Cayenne Turbo Silver,"4,624.84",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Exoto Designs,5-May-04,9624.84
10247,S12_3891,27,167.83,1,1969 Ford Falcon,"4,531.41",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Second Gear Diecast,5-May-04,9531.41
10248,S18_3029,21,80.86,1,1999 Yamaha Speed Boat,"1,698.06",131,Land of Toys Inc.,USA,NYC,Cancelled,Kwai,Lee,NY,Min Lin Diecast,7-May-04,6698.06
10249,S24_2841,20,54.81,1,1900s Vintage Bi-Plane,"1,096.20",173,Cambridge Collectables Co.,USA,Cambridge,Shipped,Jerry,Tseng,MA,Autoart Studio Design,8-May-04,6096.2
10250,S24_2000,32,63.22,1,1960 BSA Gold Star DBD34,"2,023.04",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Highway 66 Mini Classics,11-May-04,7023.04
10251,S12_2823,46,129.53,1,2002 Suzuki XREO,"5,958.38",328,Tekni Collectables Inc.,USA,Newark,Shipped,William,Brown,NJ,Unimax Art Galleries,18-May-04,10958.38
10252,S18_3482,41,145.52,1,1976 Ford Gran Torino,"5,966.32",406,Auto Canal+ Petit,France,Paris,Shipped,Dominique,Perrier,NULL,Gearbox Collectibles,26-May-04,10966.32
10253,S18_1589,24,103.29,1,1965 Aston Martin DB5,"2,478.96",201,"UK Collectables, Ltd.",UK,Liverpool,Cancelled,Elizabeth,Devon,NULL,Classic Metal Creations,1-Jun-04,7478.96
10254,S24_1937,38,28.88,1,1939 Chevrolet Deluxe Coupe,"1,097.44",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Motor City Art Classics,3-Jun-04,6097.44
10255,S18_2795,24,135,1,1928 Mercedes-Benz SSK,"3,240.00",209,Mini Caravy,France,Strasbourg,Shipped,Frédérique,Citeaux,NULL,Gearbox Collectibles,4-Jun-04,8240
10256,S18_1367,29,52.83,1,1936 Mercedes-Benz 500K Special Roadster,"1,532.07",145,Danish Wholesale Imports,Denmark,Kobenhavn,Shipped,Jytte,Petersen,NULL,Studio M Art Models,8-Jun-04,6532.07
10257,S18_2949,50,92.19,1,1913 Ford Model T Speedster,"4,609.50",450,The Sharp Gifts Warehouse,USA,San Jose,Shipped,Sue,Frick,CA,Carousel DieCast Legends,14-Jun-04,9609.5
10258,S700_2824,45,86.99,1,1982 Camaro Z28,"3,914.55",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Carousel DieCast Legends,15-Jun-04,8914.55
10259,S24_1444,28,46.82,1,1970 Dodge Coronet,"1,310.96",166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Highway 66 Mini Classics,15-Jun-04,6310.96
10260,S18_3140,32,121.57,1,1903 Ford Model A,"3,890.24",357,GiftsForHim.com,New Zealand,Auckland,Cancelled,Wales,MacKinlay,NULL,Unimax Art Galleries,16-Jun-04,8890.24
10261,S10_4757,27,116.96,1,1972 Alfa Romeo GTA,"3,157.92",233,Québec Home Shopping Network,Canada,Montréal,Shipped,Jean,Fresnière,Québec,Motor City Art Classics,17-Jun-04,8157.92
10262,S24_1785,34,98.48,1,1928 British Royal Navy Airplane,"3,348.32",141,Euro+ Shopping Channel,Spain,Madrid,Cancelled,Diego,Freyre,NULL,Classic Metal Creations,24-Jun-04,8348.32
10263,S12_2823,48,123.51,1,2002 Suzuki XREO,"5,928.48",175,Gift Depot Inc.,USA,Bridgewater,Shipped,Julie,King,CT,Unimax Art Galleries,28-Jun-04,10928.48
10264,S24_4620,47,75.18,1,1961 Chevrolet Impala,"3,533.46",362,Gifts4AllAges.com,USA,Boston,Shipped,Juri,Yoshido,MA,Classic Metal Creations,30-Jun-04,8533.46
10265,S18_3482,49,123.47,1,1976 Ford Gran Torino,"6,050.03",471,"Australian Collectables, Ltd",Australia,Glen Waverly,Shipped,Sean,Clenahan,Victoria,Gearbox Collectibles,2-Jul-04,11050.03
10266,S24_1628,28,40.25,1,1966 Shelby Cobra 427 S/C,"1,127.00",386,L'ordine Souveniers,Italy,Reggio Emilia,Shipped,Maurizio,Moroni,NULL,Carousel DieCast Legends,6-Jul-04,6127
10267,S18_4933,36,71.27,1,1957 Ford Thunderbird,"2,565.72",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Studio M Art Models,7-Jul-04,7565.72
10268,S18_3320,39,96.23,1,1917 Maxwell Touring Car,"3,752.97",412,"Extreme Desk Decorations, Ltd",New Zealand,Wellington,Shipped,Sarah,McRoy,NULL,Exoto Designs,12-Jul-04,8752.97
10269,S18_2957,32,57.46,1,1934 Ford V8 Coupe,"1,838.72",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Min Lin Diecast,16-Jul-04,6838.72
10270,S32_1268,32,93.42,1,1980’s GM Manhattan Express,"2,989.44",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Motor City Art Classics,19-Jul-04,7989.44
10271,S24_4048,22,110,1,1992 Porsche Cayenne Turbo Silver,"2,420.00",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Exoto Designs,20-Jul-04,7420
10272,S12_3891,39,148.8,1,1969 Ford Falcon,"5,803.20",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Second Gear Diecast,20-Jul-04,10803.2
10273,S18_3856,50,105.87,1,1941 Chevrolet Special Deluxe Cabriolet,"5,293.50",314,Petit Auto,Belgium,Bruxelles,Shipped,Catherine,Dewey,NULL,Exoto Designs,21-Jul-04,10293.5
10274,S18_1662,41,129.31,1,1980s Black Hawk Helicopter,"5,301.71",379,Collectables For Less Inc.,USA,Brickhaven,Shipped,Allen,Nelson,MA,Red Start Diecast,21-Jul-04,10301.71
10275,S10_1678,45,81.35,1,1969 Harley Davidson Ultimate Chopper,"3,660.75",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Min Lin Diecast,23-Jul-04,8660.75
10276,S12_3380,47,104.52,1,1968 Dodge Charger,"4,912.44",204,Online Mini Collectables,USA,Brickhaven,Shipped,Miguel,Barajas,MA,Welly Diecast Productions,2-Aug-04,9912.44
10277,S12_4675,28,93.28,1,1969 Dodge Charger,"2,611.84",148,"Dragon Souveniers, Ltd.",Singapore,Singapore,Shipped,Eric,Natividad,NULL,Welly Diecast Productions,4-Aug-04,7611.84
10278,S24_1628,35,48.8,1,1966 Shelby Cobra 427 S/C,"1,708.00",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Carousel DieCast Legends,6-Aug-04,6708
10279,S18_4933,26,68.42,1,1957 Ford Thunderbird,"1,778.92",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Studio M Art Models,9-Aug-04,6778.92
10280,S18_1097,24,98,1,1940 Ford Pickup Truck,"2,352.00",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Studio M Art Models,17-Aug-04,7352
10281,S12_4473,41,98.36,1,1957 Chevy Pickup,"4,032.76",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Exoto Designs,19-Aug-04,9032.76
10282,S18_3140,43,122.93,1,1903 Ford Model A,"5,285.99",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Unimax Art Galleries,20-Aug-04,10285.99
10283,S72_1253,43,41.22,1,Boeing X-32A JSF,"1,772.46",260,"Royal Canadian Collectables, Ltd.",Canada,Tsawassen,Shipped,Elizabeth,Lincoln,BC,Motor City Art Classics,20-Aug-04,6772.46
10284,S18_2581,31,68.43,1,P-51-D Mustang,"2,121.33",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Gearbox Collectibles,21-Aug-04,7121.33
10285,S32_2206,37,36.61,1,1982 Ducati 996 R,"1,354.57",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Gearbox Collectibles,27-Aug-04,6354.57
10286,S18_3782,38,51.6,1,1957 Vespa GS150,"1,960.80",172,"La Corne D'abondance, Co.",France,Paris,Shipped,Marie,Bertrand,NULL,Studio M Art Models,28-Aug-04,6960.8
10287,S18_2870,44,114.84,1,1999 Indy 500 Monte Carlo SS,"5,052.96",298,"Vida Sport, Ltd",Switzerland,Genève,Shipped,Mihael,Holz,NULL,Red Start Diecast,30-Aug-04,10052.96
10288,S24_1937,29,32.19,1,1939 Chevrolet Deluxe Coupe,933.51,166,Handji Gifts& Co,Singapore,Singapore,Shipped,Wendy,Victorino,NULL,Motor City Art Classics,1-Sep-04,5933.51
10289,S18_1367,24,44.75,1,1936 Mercedes-Benz 500K Special Roadster,"1,074.00",167,Herkku Gifts,Norway,Bergen,Shipped,Veysel,Oeztan,NULL,Studio M Art Models,3-Sep-04,6074
10290,S24_4258,45,83.76,1,1936 Chrysler Airflow,"3,769.20",198,Auto-Moto Classics Inc.,USA,Brickhaven,Shipped,Leslie,Taylor,MA,Second Gear Diecast,7-Sep-04,8769.2
10291,S24_2300,48,109.9,1,1962 Volkswagen Microbus,"5,275.20",448,Scandinavian Gift Ideas,Sweden,Bräcke,Shipped,Martha,Larsson,NULL,Autoart Studio Design,8-Sep-04,10275.2
10292,S50_1514,35,49.79,1,1962 City of Detroit Streetcar,"1,742.65",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Classic Metal Creations,8-Sep-04,6742.65
10293,S72_3212,32,51.32,1,Pont Yacht,"1,642.24",249,Amica Models & Co.,Italy,Torino,Shipped,Paolo,Accorti,NULL,Unimax Art Galleries,9-Sep-04,6642.24
10294,S700_3962,45,98.32,1,The Queen Mary,"4,424.40",204,Online Mini Collectables,USA,Brickhaven,Shipped,Miguel,Barajas,MA,Welly Diecast Productions,10-Sep-04,9424.4
10295,S10_4757,24,136,1,1972 Alfa Romeo GTA,"3,264.00",362,Gifts4AllAges.com,USA,Boston,Shipped,Juri,Yoshido,MA,Motor City Art Classics,10-Sep-04,8264
10296,S50_1341,26,41.02,1,1930 Buick Marquette Phaeton,"1,066.52",415,"Bavarian Collectables Imports, Co.",Germany,Munich,Shipped,Michael,Donnermeyer,NULL,Studio M Art Models,15-Sep-04,6066.52
10297,S24_2000,32,70.08,1,1960 BSA Gold Star DBD34,"2,242.56",189,"Clover Collections, Co.",Ireland,Dublin,Shipped,Dean,Cassidy,NULL,Highway 66 Mini Classics,16-Sep-04,7242.56
10298,S10_2016,39,105.86,1,1996 Moto Guzzi 1100i,"4,128.54",103,Atelier graphique,France,Nantes,Shipped,Carine,Schmitt,NULL,Highway 66 Mini Classics,27-Sep-04,9128.54
10299,S24_4620,32,66.29,1,1961 Chevrolet Impala,"2,121.28",186,"Toys of Finland, Co.",Finland,Helsinki,Shipped,Matti,Karttunen,NULL,Classic Metal Creations,30-Sep-04,7121.28
10300,S18_1889,41,63.14,1,1948 Porsche 356-A Roadster,"2,588.74",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Gearbox Collectibles,4-Oct-03,7588.74
10301,S24_1046,27,64.67,1,1970 Chevy Chevelle SS 454,"1,746.09",299,"Norway Gifts By Mail, Co.",Norway,Oslo,Shipped,Jan,Klaeboe,NULL,Unimax Art Galleries,5-Oct-03,6746.09
10302,S18_1749,43,166.6,1,1917 Grand Touring Sedan,"7,163.80",201,"UK Collectables, Ltd.",UK,Liverpool,Shipped,Elizabeth,Devon,NULL,Welly Diecast Productions,6-Oct-03,12163.8
10303,S24_3969,24,35.7,1,1936 Mercedes Benz 500k Roadster,856.80,484,"Iberia Gift Imports, Corp.",Spain,Sevilla,Shipped,José Pedro,Roel,NULL,Red Start Diecast,6-Oct-04,5856.8
10304,S700_2824,40,80.92,1,1982 Camaro Z28,"3,236.80",256,Auto Associés & Cie.,France,Versailles,Shipped,Daniel,Tonini,NULL,Carousel DieCast Legends,11-Oct-04,8236.8
10305,S24_4048,36,118.28,1,1992 Porsche Cayenne Turbo Silver,"4,258.08",286,Marta's Replicas Co.,USA,Cambridge,Shipped,Marta,Hernandez,MA,Exoto Designs,13-Oct-04,9258.08
10306,S700_2610,43,62.16,1,The USS Constitution Ship,"2,672.88",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Red Start Diecast,14-Oct-04,7672.88
10307,S18_1662,39,135.61,1,1980s Black Hawk Helicopter,"5,288.79",339,"Classic Gift Ideas, Inc",USA,Philadelphia,Shipped,Francisca,Cervantes,PA,Red Start Diecast,14-Oct-04,10288.79
10308,S10_4698,20,187.85,1,2003 Harley-Davidson Eagle Drag Bike,"3,757.00",319,Mini Classics,USA,White Plains,Shipped,Steve,Frick,NY,Red Start Diecast,15-Oct-04,8757
10309,S50_4713,28,74.04,1,2002 Yamaha YZR M1,"2,073.12",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Autoart Studio Design,15-Oct-04,7073.12
10310,S18_1984,24,129.45,1,1995 Honda Civic,"3,106.80",259,"Toms Spezialitäten, Ltd",Germany,Köln,Shipped,Henriette,Pfalzheim,NULL,Min Lin Diecast,16-Oct-04,8106.8
10311,S18_4409,41,92.03,1,1932 Alfa Romeo 8C2300 Spider Sport,"3,773.23",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Exoto Designs,16-Oct-04,8773.23
10312,S18_4668,39,44.27,1,1939 Cadillac Limousine,"1,726.53",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Studio M Art Models,21-Oct-04,6726.53
10313,S32_2509,38,48.7,1,1954 Greyhound Scenicruiser,"1,850.60",202,Canadian Gift Exchange Network,Canada,Vancouver,Shipped,Yoshi,Tamuri,BC,Classic Metal Creations,22-Oct-04,6850.6
10314,S18_3140,20,129.76,1,1903 Ford Model A,"2,595.20",227,Heintze Collectables,Denmark,Århus,Shipped,Palle,Ibsen,NULL,Unimax Art Galleries,22-Oct-04,7595.2
10315,S24_3151,24,78.77,1,1912 Ford Model T Delivery Wagon,"1,890.48",119,La Rochelle Gifts,France,Nantes,Shipped,Janine,Labrune,NULL,Min Lin Diecast,29-Oct-04,6890.48
10316,S24_1785,25,93.01,1,1928 British Royal Navy Airplane,"2,325.25",240,giftsbymail.co.uk,UK,Cowes,Shipped,Helen,Bennett,Isle of Wight,Classic Metal Creations,1-Nov-04,7325.25
10317,S24_4278,35,69.55,1,1900s Vintage Tri-Plane,"2,434.25",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Unimax Art Galleries,2-Nov-04,7434.25
10318,S10_1678,46,84.22,1,1969 Harley Davidson Ultimate Chopper,"3,874.12",157,Diecast Classics Inc.,USA,Allentown,Shipped,Kelvin,Leong,PA,Min Lin Diecast,2-Nov-04,8874.12
10319,S18_3278,46,77.19,1,1969 Dodge Super Bee,"3,550.74",456,Microscale Inc.,USA,NYC,Shipped,Yu,Choi,NY,Min Lin Diecast,3-Nov-04,8550.74
10320,S12_3380,35,102.17,1,1968 Dodge Charger,"3,575.95",144,"Volvo Model Replicas, Co",Sweden,Luleå,Shipped,Christina,Berglund,NULL,Welly Diecast Productions,3-Nov-04,8575.95
10321,S24_2766,30,74.51,1,1949 Jaguar XK 120,"2,235.30",462,FunGiftIdeas.com,USA,New Bedford,Shipped,Violeta,Benitez,MA,Classic Metal Creations,4-Nov-04,7235.3
10322,S10_1949,40,180.01,1,1952 Alpine Renault 1300,"7,200.40",363,Online Diecast Creations Co.,USA,Nashua,Shipped,Dorothy,Young,NH,Classic Metal Creations,4-Nov-04,12200.4
10323,S18_4600,47,96.86,1,1940s Ford truck,"4,552.42",128,"Blauer See Auto, Co.",Germany,Frankfurt,Shipped,Roland,Keitel,NULL,Motor City Art Classics,5-Nov-04,9552.42
10324,S12_3148,27,148.06,1,1969 Corvair Monza,"3,997.62",181,Vitachrome Inc.,USA,NYC,Shipped,Michael,Frick,NY,Welly Diecast Productions,5-Nov-04,8997.62
10325,S12_3891,24,166.1,1,1969 Ford Falcon,"3,986.40",121,Baane Mini Imports,Norway,Stavern,Shipped,Jonas,Bergulfsen,NULL,Second Gear Diecast,5-Nov-04,8986.4
10326,S700_1138,39,60.67,1,The Schooner Bluenose,"2,366.13",144,"Volvo Model Replicas, Co",Sweden,Luleå,Shipped,Christina,Berglund,NULL,Autoart Studio Design,9-Nov-04,7366.13
10327,S700_2610,21,65.05,1,The USS Constitution Ship,"1,366.05",145,Danish Wholesale Imports,Denmark,Kobenhavn,Resolved,Jytte,Petersen,NULL,Red Start Diecast,10-Nov-04,6366.05
10328,S24_2841,48,67.82,1,1900s Vintage Bi-Plane,"3,255.36",278,Rovelli Gifts,Italy,Bergamo,Shipped,Giovanni,Rovelli,NULL,Autoart Studio Design,12-Nov-04,8255.36
10329,S10_1678,42,80.39,1,1969 Harley Davidson Ultimate Chopper,"3,376.38",131,Land of Toys Inc.,USA,NYC,Shipped,Kwai,Lee,NY,Min Lin Diecast,15-Nov-04,8376.38
10330,S24_2360,42,56.1,1,1982 Ducati 900 Monster,"2,356.20",385,Cruz & Sons Co.,Philippines,Makati City,Shipped,Arnold,Cruz,NULL,Highway 66 Mini Classics,16-Nov-04,7356.2
10331,S24_3856,21,139.03,1,1956 Porsche 356A Coupe,"2,919.63",486,Motor Mint Distributors Inc.,USA,Philadelphia,Shipped,Rosa,Salazar,PA,Classic Metal Creations,17-Nov-04,7919.63
10332,S18_2795,24,138.38,1,1928 Mercedes-Benz SSK,"3,321.12",187,"AV Stores, Co.",UK,Manchester,Shipped,Rachel,Ashworth,NULL,Gearbox Collectibles,17-Nov-04,8321.12
10333,S24_4258,39,95.44,1,1936 Chrysler Airflow,"3,722.16",129,Mini Wheels Co.,USA,San Francisco,Shipped,Julie,Murphy,CA,Second Gear Diecast,18-Nov-04,8722.16
10334,S18_2432,34,52.87,1,1926 Ford Fire Engine,"1,797.58",144,"Volvo Model Replicas, Co",Sweden,Luleå,On Hold,Christina,Berglund,NULL,Carousel DieCast Legends,19-Nov-04,6797.58
10335,S32_1268,44,77.05,1,1980’s GM Manhattan Express,"3,390.20",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Motor City Art Classics,19-Nov-04,8390.2
10336,S12_3891,49,141.88,1,1969 Ford Falcon,"6,952.12",172,"La Corne D'abondance, Co.",France,Paris,Shipped,Marie,Bertrand,NULL,Second Gear Diecast,20-Nov-04,11952.12
10337,S700_3505,31,84.14,1,The Titanic,"2,608.34",424,Classic Legends Inc.,USA,NYC,Shipped,Maria,Hernandez,NY,Carousel DieCast Legends,21-Nov-04,7608.34
10338,S18_1662,41,137.19,1,1980s Black Hawk Helicopter,"5,624.79",381,Royale Belge,Belgium,Charleroi,Shipped,Pascale,Cartrain,NULL,Red Start Diecast,22-Nov-04,10624.79
10339,S18_2625,30,48.46,1,1936 Harley Davidson El Knucklehead,"1,453.80",398,"Tokyo Collectables, Ltd",Japan,Minato-ku,Shipped,Akiko,Shimamura,Tokyo,Welly Diecast Productions,23-Nov-04,6453.8
10340,S24_4278,40,63.76,1,1900s Vintage Tri-Plane,"2,550.40",216,Enaco Distributors,Spain,Barcelona,Shipped,Eduardo,Saavedra,NULL,Unimax Art Galleries,24-Nov-04,7550.4
10341,S12_3380,44,111.57,1,1968 Dodge Charger,"4,909.08",382,Salzburg Collectables,Austria,Salzburg,Shipped,Georg,Pipps,NULL,Welly Diecast Productions,24-Nov-04,9909.08
10342,S18_1889,55,63.14,1,1948 Porsche 356-A Roadster,"3,472.70",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Gearbox Collectibles,24-Nov-04,8472.7
10343,S24_4620,30,76.8,1,1961 Chevrolet Impala,"2,304.00",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Classic Metal Creations,24-Nov-04,7304
10344,S18_1749,45,168.3,1,1917 Grand Touring Sedan,"7,573.50",350,Marseille Mini Autos,France,Marseille,Shipped,Laurence,Lebihan,NULL,Welly Diecast Productions,25-Nov-04,12573.5
10345,S24_2022,43,38.98,1,1938 Cadillac V-16 Presidential Limousine,"1,676.14",103,Atelier graphique,France,Nantes,Shipped,Carine,Schmitt,NULL,Classic Metal Creations,25-Nov-04,6676.14
10346,S24_2766,25,87.24,1,1949 Jaguar XK 120,"2,181.00",112,Signal Gift Stores,USA,Las Vegas,Shipped,Jean,King,NV,Classic Metal Creations,29-Nov-04,7181
10347,S10_1949,30,188.58,1,1952 Alpine Renault 1300,"5,657.40",114,"Australian Collectors, Co.",Australia,Melbourne,Shipped,Peter,Ferguson,Victoria,Classic Metal Creations,29-Nov-04,10657.4
10348,S24_2300,37,107.34,1,1962 Volkswagen Microbus,"3,971.58",458,"Corrida Auto Replicas, Ltd",Spain,Madrid,Shipped,Martín,Sommer,NULL,Autoart Studio Design,1-Nov-04,8971.58
10349,S32_2509,33,44.37,1,1954 Greyhound Scenicruiser,"1,464.21",151,Muscle Machine Inc,USA,NYC,Shipped,Jeff,Young,NY,Classic Metal Creations,1-Dec-04,6464.21
10350,S18_3140,44,135.22,1,1903 Ford Model A,"5,949.68",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Unimax Art Galleries,2-Dec-04,10949.68
10351,S18_1662,39,143.5,1,1980s Black Hawk Helicopter,"5,596.50",324,"Stylish Desk Decors, Co.",UK,London,Shipped,Ann,Brown,NULL,Red Start Diecast,3-Dec-04,10596.5
10352,S700_4002,22,62.19,1,American Airlines: MD-11S,"1,368.18",198,Auto-Moto Classics Inc.,USA,Brickhaven,Shipped,Leslie,Taylor,MA,Second Gear Diecast,3-Dec-04,6368.18
10353,S18_2581,27,71.81,1,P-51-D Mustang,"1,938.87",447,Gift Ideas Corp.,USA,Glendale,Shipped,Dan,Lewis,CT,Gearbox Collectibles,4-Dec-04,6938.87
10354,S24_2000,28,62.46,1,1960 BSA Gold Star DBD34,"1,748.88",323,"Down Under Souveniers, Inc",New Zealand,Auckland,Shipped,Mike,Graham,NULL,Highway 66 Mini Classics,4-Dec-04,6748.88
10355,S18_3782,31,60.3,1,1957 Vespa GS150,"1,869.30",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Studio M Art Models,7-Dec-04,6869.3
10356,S18_2795,30,158.63,1,1928 Mercedes-Benz SSK,"4,758.90",250,Lyon Souveniers,France,Paris,Shipped,Daniel,Da Silva,NULL,Gearbox Collectibles,9-Dec-04,9758.9
10357,S18_1097,39,112,1,1940 Ford Pickup Truck,"4,368.00",124,Mini Gifts Distributors Ltd.,USA,San Rafael,Shipped,Susan,Nelson,CA,Studio M Art Models,10-Dec-04,9368
10358,S32_1268,41,82.83,1,1980’s GM Manhattan Express,"3,396.03",141,Euro+ Shopping Channel,Spain,Madrid,Shipped,Diego,Freyre,NULL,Motor City Art Classics,10-Dec-04,8396.03
10359,S32_3207,22,62.14,1,1950's Chicago Surface Lines Streetcar,"1,367.08",353,Reims Collectables,France,Reims,Shipped,Paul,Henriot,NULL,Gearbox Collectibles,15-Dec-04,6367.08
10360,S18_4522,40,76.36,1,1904 Buick Runabout,"3,054.40",496,Kelly's Gift Shop,New Zealand,Auckland,Shipped,Tony,Snowden,NULL,Exoto Designs,16-Dec-04,8054.4
10361,S24_4278,25,68.83,1,1900s Vintage Tri-Plane,"1,720.75",282,Souveniers And Things Co.,Australia,Chatswood,Shipped,Adrian,Huxley,NSW,Unimax Art Galleries,17-Dec-04,6720.75
10362,S12_2823,22,131.04,1,2002 Suzuki XREO,"2,882.88",161,Technics Stores Inc.,USA,Burlingame,Shipped,Juri,Hashimoto,CA,Unimax Art Galleries,5-Jan-05,7882.88
10363,S24_3856,31,113.75,1,1956 Porsche 356A Coupe,"3,526.25",334,Suominen Souveniers,Finland,Espoo,Shipped,Kalle,Suominen,NULL,Classic Metal Creations,6-Jan-05,8526.25
10364,S32_2206,48,38.22,1,1982 Ducati 996 R,"1,834.56",350,Marseille Mini Autos,France,Marseille,Shipped,Laurence,Lebihan,NULL,Gearbox Collectibles,6-Jan-05,6834.56
